poll_id,numeric_grade,pollscore,transparency_score,state,poll_start_date,poll_end_date,question_id,sample_size,race_id,cycle,office_type,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,party,answer,candidate_id,candidate_name,pct
87521,1.5,-0.1,6.0,0,,,203775,988.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Biden,19368,Joe Biden,45.0
87521,1.5,-0.1,6.0,0,,,203775,988.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Harris,16661,Kamala Harris,45.0
87524,2.8,-0.5,9.0,0,,,203791,542.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Harris,16661,Kamala Harris,45.0
87524,2.8,-0.5,9.0,0,,,203791,542.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Newsom,18945,Gavin Newsom,12.0
87524,2.8,-0.5,9.0,0,,,203791,542.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Whitmer,28588,Gretchen Whitmer,7.0
87524,2.8,-0.5,9.0,0,,,203791,542.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Kelly,37128,Mark Kelly,3.0
87524,2.8,-0.5,9.0,0,,,203791,542.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Moore,31024,Wes Moore,1.0
87524,2.8,-0.5,9.0,0,,,203791,542.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Shapiro,30877,Josh Shapiro,4.0
87524,2.8,-0.5,9.0,0,,,203791,542.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Beshear,28587,Andy Beshear,4.0
87524,2.8,-0.5,9.0,0,,,203791,542.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Pritzker,28732,J.B. Pritzker,1.0
87524,2.8,-0.5,9.0,0,,,203791,542.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Buttigieg,16662,Pete Buttigieg,11.0
87524,2.8,-0.5,9.0,0,,,203791,542.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Polis,29345,Jared Polis,1.0
87519,3.0,-1.1,9.0,0,,,203668,514.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Biden,19368,Joe Biden,34.0
87519,3.0,-1.1,9.0,0,,,203668,514.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Harris,16661,Kamala Harris,41.0
87448,3.0,-1.1,9.0,0,,,203359,520.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Biden,19368,Joe Biden,46.0
87448,3.0,-1.1,9.0,0,,,203359,520.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Harris,16661,Kamala Harris,37.0
87432,1.2,1.7,9.0,0,,,203338,838.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Harris,16661,Kamala Harris,41.7
87432,1.2,1.7,9.0,0,,,203338,838.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Buttigieg,16662,Pete Buttigieg,4.1
87432,1.2,1.7,9.0,0,,,203338,838.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Newsom,18945,Gavin Newsom,6.2
87432,1.2,1.7,9.0,0,,,203338,838.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Whitmer,28588,Gretchen Whitmer,3.2
87432,1.2,1.7,9.0,0,,,203338,838.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Pritzker,28732,J.B. Pritzker,1.7
87432,1.2,1.7,9.0,0,,,203338,838.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Shapiro,30877,Josh Shapiro,1.7
87432,1.2,1.7,9.0,0,,,203338,838.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Beshear,28587,Andy Beshear,1.9
87432,1.2,1.7,9.0,0,,,203338,838.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,M. Obama,16660,Michelle Obama,22.3
87353,3.0,-1.1,9.0,0,,,202401,537.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Biden,19368,Joe Biden,47.0
87353,3.0,-1.1,9.0,0,,,202401,537.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Harris,16661,Kamala Harris,32.0
87298,3.0,-1.1,9.0,0,,,201937,536.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Harris,16661,Kamala Harris,31.0
87298,3.0,-1.1,9.0,0,,,201937,536.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Newsom,18945,Gavin Newsom,17.0
87298,3.0,-1.1,9.0,0,,,201937,536.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Buttigieg,16662,Pete Buttigieg,8.0
87298,3.0,-1.1,9.0,0,,,201937,536.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Sanders,19238,Bernie Sanders,7.0
87298,3.0,-1.1,9.0,0,,,201937,536.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Whitmer,28588,Gretchen Whitmer,6.0
87298,3.0,-1.1,9.0,0,,,201937,536.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Warren,19237,Elizabeth Ann Warren,4.0
87298,3.0,-1.1,9.0,0,,,201937,536.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Ocasio-Cortez,16664,Alexandria Ocasio-Cortez,3.0
87298,3.0,-1.1,9.0,0,,,201937,536.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Klobuchar,16671,Amy Klobuchar,2.0
87301,0.0,0.0,6.0,0,,,202400,397.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Harris,16661,Kamala Harris,25.0
87301,0.0,0.0,6.0,0,,,202400,397.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,M. Obama,16660,Michelle Obama,21.0
87301,0.0,0.0,6.0,0,,,202400,397.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Newsom,18945,Gavin Newsom,17.0
87301,0.0,0.0,6.0,0,,,202400,397.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Buttigieg,16662,Pete Buttigieg,6.0
87301,0.0,0.0,6.0,0,,,202400,397.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Whitmer,28588,Gretchen Whitmer,7.0
87301,0.0,0.0,6.0,0,,,202400,397.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Ocasio-Cortez,16664,Alexandria Ocasio-Cortez,2.0
87272,2.8,-1.3,8.0,0,,,201670,879.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Harris,16661,Kamala Harris,43.0
87272,2.8,-1.3,8.0,0,,,201670,879.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Newsom,18945,Gavin Newsom,16.0
87272,2.8,-1.3,8.0,0,,,201670,879.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Buttigieg,16662,Pete Buttigieg,8.0
87272,2.8,-1.3,8.0,0,,,201670,879.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Whitmer,28588,Gretchen Whitmer,7.0
87272,2.8,-1.3,8.0,0,,,201670,879.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Shapiro,30877,Josh Shapiro,4.0
87272,2.8,-1.3,8.0,0,,,201670,879.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Moore,31024,Wes Moore,2.0
87275,1.9,-0.3,3.0,0,,,201717,827.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Whitmer,28588,Gretchen Whitmer,5.0
87275,1.9,-0.3,3.0,0,,,201717,827.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Newsom,18945,Gavin Newsom,20.0
87275,1.9,-0.3,3.0,0,,,201717,827.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Harris,16661,Kamala Harris,30.0
87275,1.9,-0.3,3.0,0,,,201717,827.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Pritzker,28732,J.B. Pritzker,2.0
87275,1.9,-0.3,3.0,0,,,201717,827.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Moore,31024,Wes Moore,2.0
87275,1.9,-0.3,3.0,0,,,201717,827.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Buttigieg,16662,Pete Buttigieg,9.0
87275,1.9,-0.3,3.0,0,,,201717,827.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Beshear,28587,Andy Beshear,3.0
87275,1.9,-0.3,3.0,0,,,201717,827.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Cooper,28743,Roy A. Cooper,3.0
87276,2.6,-1.2,10.0,0,,,201755,387.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Harris,16661,Kamala Harris,39.0
87276,2.6,-1.2,10.0,0,,,201755,387.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Whitmer,28588,Gretchen Whitmer,6.0
87276,2.6,-1.2,10.0,0,,,201755,387.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Newsom,18945,Gavin Newsom,18.0
87276,2.6,-1.2,10.0,0,,,201755,387.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Pritzker,28732,J.B. Pritzker,2.0
87276,2.6,-1.2,10.0,0,,,201755,387.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Klobuchar,16671,Amy Klobuchar,2.0
87276,2.6,-1.2,10.0,0,,,201755,387.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Buttigieg,16662,Pete Buttigieg,10.0
87276,2.6,-1.2,10.0,0,,,201755,387.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Shapiro,30877,Josh Shapiro,2.0
87276,2.6,-1.2,10.0,0,,,201755,387.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Booker,16666,Cory A. Booker,7.0
87057,2.9,-0.9,7.0,0,,,200291,464.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,Trump,16651,Donald Trump,85.0
87057,2.9,-0.9,7.0,0,,,200291,464.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,Haley,16640,Nikki Haley,14.0
86667,1.8,-0.2,3.0,Maryland,,,196871,451.0,8816,2024,U.S. President,0.0,5/14/24,primary,False,False,REP,Trump,16651,Donald Trump,74.0
86667,1.8,-0.2,3.0,Maryland,,,196871,451.0,8816,2024,U.S. President,0.0,5/14/24,primary,False,False,REP,Haley,16640,Nikki Haley,18.0
86715,3.0,-1.1,9.0,0,,,197151,1526.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Biden,19368,Joe Biden,76.0
86715,3.0,-1.1,9.0,0,,,197151,1526.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Phillips,31103,Dean Phillips,3.0
86715,3.0,-1.1,9.0,0,,,197151,1526.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Williamson,30969,Marianne Williamson,3.0
86715,3.0,-1.1,9.0,0,,,197152,1498.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,Trump,16651,Donald Trump,72.0
86715,3.0,-1.1,9.0,0,,,197152,1498.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,Haley,16640,Nikki Haley,11.0
86715,3.0,-1.1,9.0,0,,,197152,1498.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,DeSantis,16646,Ron DeSantis,13.0
86562,1.5,-0.1,6.0,0,,,195746,392.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Harris,16661,Kamala Harris,24.0
86562,1.5,-0.1,6.0,0,,,195746,392.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Sanders,19238,Bernie Sanders,11.0
86562,1.5,-0.1,6.0,0,,,195746,392.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Clinton,28751,Hillary Rodham Clinton,11.0
86562,1.5,-0.1,6.0,0,,,195746,392.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Newsom,18945,Gavin Newsom,9.0
86562,1.5,-0.1,6.0,0,,,195746,392.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Manchin,28686,"Joe Manchin, III",2.0
86562,1.5,-0.1,6.0,0,,,195746,392.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Buttigieg,16662,Pete Buttigieg,6.0
86562,1.5,-0.1,6.0,0,,,195746,392.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Warren,19237,Elizabeth Ann Warren,5.0
86562,1.5,-0.1,6.0,0,,,195746,392.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Klobuchar,16671,Amy Klobuchar,4.0
86562,1.5,-0.1,6.0,0,,,195746,392.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Whitmer,28588,Gretchen Whitmer,4.0
86562,1.5,-0.1,6.0,0,,,195746,392.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Ocasio-Cortez,16664,Alexandria Ocasio-Cortez,3.0
86562,1.5,-0.1,6.0,0,,,195746,392.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Cuomo,16663,Andrew Cuomo,1.0
86562,1.5,-0.1,6.0,0,,,195746,392.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Phillips,31103,Dean Phillips,2.0
86562,1.5,-0.1,6.0,0,,,195746,392.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Williamson,30969,Marianne Williamson,1.0
86562,1.5,-0.1,6.0,0,,,195746,392.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Abrams,16708,Stacey Abrams,1.0
86562,1.5,-0.1,6.0,0,,,195747,374.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,DeSantis,16646,Ron DeSantis,29.0
86562,1.5,-0.1,6.0,0,,,195747,374.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,Haley,16640,Nikki Haley,18.0
86562,1.5,-0.1,6.0,0,,,195747,374.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,Ramaswamy,30966,Vivek G. Ramaswamy,12.0
86562,1.5,-0.1,6.0,0,,,195747,374.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,Pence,16638,Mike Pence,5.0
86562,1.5,-0.1,6.0,0,,,195747,374.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,Christie,16659,Chris Christie,2.0
86562,1.5,-0.1,6.0,0,,,195747,374.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,Hutchinson,30191,Asa Hutchinson,0.0
86562,1.5,-0.1,6.0,0,,,195747,374.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,Burgum,31006,Doug Burgum,2.0
86471,2.8,-0.9,9.5,0,,,194844,1748.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,Trump,16651,Donald Trump,62.0
86471,2.8,-0.9,9.5,0,,,194844,1748.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,Haley,16640,Nikki Haley,19.0
86460,2.9,-1.0,8.0,0,,,194557,342.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,Trump,16651,Donald Trump,80.7
86460,2.9,-1.0,8.0,0,,,194557,342.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,Haley,16640,Nikki Haley,15.2
86460,2.9,-1.0,8.0,0,,,194559,356.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Biden,19368,Joe Biden,73.6
86460,2.9,-1.0,8.0,0,,,194559,356.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Williamson,30969,Marianne Williamson,1.69
86460,2.9,-1.0,8.0,0,,,194559,356.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Phillips,31103,Dean Phillips,0.28
86469,2.8,-1.3,8.0,Ohio,,,194639,373.0,8864,2024,U.S. President,0.0,3/19/24,primary,False,False,DEM,Biden,19368,Joe Biden,86.0
86469,2.8,-1.3,8.0,Ohio,,,194639,373.0,8864,2024,U.S. President,0.0,3/19/24,primary,False,False,DEM,Phillips,31103,Dean Phillips,5.0
86461,2.9,-1.1,7.0,Ohio,,,194558,443.0,8865,2024,U.S. President,0.0,3/19/24,primary,False,False,REP,Trump,16651,Donald Trump,82.9
86461,2.9,-1.1,7.0,Ohio,,,194558,443.0,8865,2024,U.S. President,0.0,3/19/24,primary,False,False,REP,Haley,16640,Nikki Haley,12.7
86461,2.9,-1.1,7.0,Ohio,,,194560,301.0,8864,2024,U.S. President,0.0,3/19/24,primary,False,False,DEM,Biden,19368,Joe Biden,90.5
86461,2.9,-1.1,7.0,Ohio,,,194560,301.0,8864,2024,U.S. President,0.0,3/19/24,primary,False,False,DEM,Williamson,30969,Marianne Williamson,0.7
86461,2.9,-1.1,7.0,Ohio,,,194560,301.0,8864,2024,U.S. President,0.0,3/19/24,primary,False,False,DEM,Phillips,31103,Dean Phillips,1.4
86302,2.9,-1.1,7.0,0,,,194213,540.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Biden,19368,Joe Biden,77.4
86302,2.9,-1.1,7.0,0,,,194213,540.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Phillips,31103,Dean Phillips,3.8
86302,2.9,-1.1,7.0,0,,,194213,540.0,8915,2024,U.S. President,0.0,0,primary,False,False,DEM,Williamson,30969,Marianne Williamson,3.4
86302,2.9,-1.1,7.0,0,,,194214,578.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,Trump,16651,Donald Trump,80.5
86302,2.9,-1.1,7.0,0,,,194214,578.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,Haley,16640,Nikki Haley,14.5
86297,3.0,-1.1,9.0,0,,,194170,638.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,Trump,16651,Donald Trump,74.0
86297,3.0,-1.1,9.0,0,,,194170,638.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,Haley,16640,Nikki Haley,13.0
86297,3.0,-1.1,9.0,0,,,194171,601.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,Trump,16651,Donald Trump,76.0
86297,3.0,-1.1,9.0,0,,,194171,601.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,Haley,16640,Nikki Haley,15.0
86301,2.9,-1.1,7.0,Indiana,,,194193,526.0,8799,2024,U.S. President,0.0,5/7/24,primary,False,False,REP,Trump,16651,Donald Trump,78.3
86301,2.9,-1.1,7.0,Indiana,,,194193,526.0,8799,2024,U.S. President,0.0,5/7/24,primary,False,False,REP,Haley,16640,Nikki Haley,13.6
86264,1.9,-0.3,3.0,0,,,194061,3804.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,Trump,16651,Donald Trump,82.0
86264,1.9,-0.3,3.0,0,,,194061,3804.0,8916,2024,U.S. President,0.0,0,primary,False,False,REP,Haley,16640,Nikki Haley,17.0
86304,0.0,0.0,6.0,Alabama,,,194225,138.0,8754,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Trump,16651,Donald Trump,70.6
86304,0.0,0.0,6.0,Alabama,,,194225,138.0,8754,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Haley,16640,Nikki Haley,19.4
86304,0.0,0.0,6.0,Alabama,,,194233,118.0,8754,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Trump,16651,Donald Trump,79.7
86304,0.0,0.0,6.0,Alabama,,,194233,118.0,8754,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Haley,16640,Nikki Haley,20.3
86305,0.0,0.0,6.0,California,,,194226,338.0,8764,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Trump,16651,Donald Trump,64.4
86305,0.0,0.0,6.0,California,,,194226,338.0,8764,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Haley,16640,Nikki Haley,21.0
86305,0.0,0.0,6.0,California,,,194234,283.0,8764,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Trump,16651,Donald Trump,75.5
86305,0.0,0.0,6.0,California,,,194234,283.0,8764,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Haley,16640,Nikki Haley,24.5
86305,0.0,0.0,6.0,California,,,194266,347.0,8763,2024,U.S. President,0.0,3/5/24,primary,False,False,DEM,Biden,19368,Joe Biden,86.1
86305,0.0,0.0,6.0,California,,,194266,347.0,8763,2024,U.S. President,0.0,3/5/24,primary,False,False,DEM,Phillips,31103,Dean Phillips,4.4
86306,0.0,0.0,6.0,Colorado,,,194227,103.0,8767,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Trump,16651,Donald Trump,68.0
86306,0.0,0.0,6.0,Colorado,,,194227,103.0,8767,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Haley,16640,Nikki Haley,25.3
86307,0.0,0.0,6.0,Massachusetts,,,194228,109.0,8813,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Trump,16651,Donald Trump,59.4
86307,0.0,0.0,6.0,Massachusetts,,,194228,109.0,8813,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Haley,16640,Nikki Haley,34.1
86307,0.0,0.0,6.0,Massachusetts,,,194267,115.0,8812,2024,U.S. President,0.0,3/5/24,primary,False,False,DEM,Biden,19368,Joe Biden,84.8
86307,0.0,0.0,6.0,Massachusetts,,,194267,115.0,8812,2024,U.S. President,0.0,3/5/24,primary,False,False,DEM,Phillips,31103,Dean Phillips,2.7
86308,0.0,0.0,6.0,North Carolina,,,194229,155.0,8841,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Trump,16651,Donald Trump,72.2
86308,0.0,0.0,6.0,North Carolina,,,194229,155.0,8841,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Haley,16640,Nikki Haley,21.1
86308,0.0,0.0,6.0,North Carolina,,,194235,137.0,8841,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Trump,16651,Donald Trump,76.9
86308,0.0,0.0,6.0,North Carolina,,,194235,137.0,8841,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Haley,16640,Nikki Haley,23.1
86309,0.0,0.0,6.0,Tennessee,,,194230,161.0,8888,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Trump,16651,Donald Trump,78.1
86309,0.0,0.0,6.0,Tennessee,,,194230,161.0,8888,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Haley,16640,Nikki Haley,15.7
86309,0.0,0.0,6.0,Tennessee,,,194236,146.0,8888,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Trump,16651,Donald Trump,83.4
86309,0.0,0.0,6.0,Tennessee,,,194236,146.0,8888,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Haley,16640,Nikki Haley,16.6
86310,0.0,0.0,6.0,Texas,,,194231,262.0,8891,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Trump,16651,Donald Trump,74.2
86310,0.0,0.0,6.0,Texas,,,194231,262.0,8891,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Haley,16640,Nikki Haley,18.7
86310,0.0,0.0,6.0,Texas,,,194237,238.0,8891,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Trump,16651,Donald Trump,79.4
86310,0.0,0.0,6.0,Texas,,,194237,238.0,8891,2024,U.S. President,0.0,3/5/24,primary,False,False,REP,Haley,16640,Nikki Haley,20.6
